protein1	protein2	cost
PAM	RASSF9	0.6834729977334555
PRKAA1	CRBN	17.070406316640618
PRKAA1	PPM1F	5.536911562853652
RPS6	RPL10	69.3541635375988
RPS6	RPL14	68.27884006044626
RPS6	RPL12	62.03224967708329
RPS6	RPS16	70.9365914038728
RPS6	RPS25	64.37390775772433
RPS6	RPL13	58.34380858325929
RPS6	RPS2	67.62076357510188
RPS6	LARP7	94.11552997417209
RPS6	NOP56	65.45164823136128
RPS6	RPLP0	60.91998975670703
RPS6	RPL38	41.255302689472536
RPS6	RPS9	60.827625302982206
RPS6	RPL4	69.8856208386246
RPS6	RPS27	38.47076812334269
RPS6	RPL18	68.81860213634101
RPS6	RPL7A	68.27884006044626
RPS6	RPS8	75.48509786706248
RPS6	RPS7	65.51335741663681
RPS6	RPL22	55.749439459065414
RPS6	RPL10A	64.37390775772433
RPS6	RPS24	45.34820423012684
RPS6	RPL8	62.75440552534198
RPS6	RPL30	63.79655163094632
RPS6	STAU1	48.83130766911348
RPS6	RPS15A	71.45628033979938
RPS6	RPL21	63.21392251711644
RPS6	RPS20	64.94842363158881
RPS6	RPS5	64.37390775772433
RPS6	RPS11	66.07571414672715
RPS6	RPS12	55.74093198778008
RPS6	RPS18	42.14261501141095
RPS6	RPS23	68.81860213634101
RPS6	RPL19	64.94613152451807
RPS6	RPL17	48.662100242385755
RPS6	RPL24	60.21627686929838
RPS6	RPL27A	48.662100242385755
RPS6	RPL37A	66.07571414672715
RPS6	RPS15	40.27307355690981
RPS6	RPS28	36.49657518178932
RPS6	RPL32	42.14261501141095
RPS6	FAU	27.202941017470888
RPS6	PTOV1	14.899664425751338
POLDIP3	LARP7	21.50985139894755
POLDIP3	EIF4A3	10.587440355646248
MLST8	CCT2	11.892255017288601
FLCN	CCT2	19.134690559277505
FLCN	STUB1	34.07951425356592
FLCN	AHSA1	12.872346197628572
FLCN	HSPA1B	6.107889934456626
FLCN	FNIP2	3.162277660168379
IFT172	LHX3	2.1751001283021925
IFT172	IFT57	5.363457656094446
IFT172	TTC30B	5.5454389991155235
IFT172	TTC30A	4.839650580738533
UCHL3	UBA6	7.0710678118654755
ITGAL	SHARPIN	5.639931800112028
STON2	SYT2	2.23606797749979
IFNG	IFNGR1	2.0
NPHP4	RPGRIP1L	10.416948478017336
PRKAR2B	AKAP7	3.9358073428892704
PRKAR2B	CDK5RAP2	5.187786168051896
KCNJ6	KCNJ9	1.0
IGF2R	PLIN3	3.8729833462074166
PLIN3	SPG20	5.744562646538029
SNX6	BRMS1	7.178617551704422
NBR1	MAP1LC3A	19.163336834263283
NBR1	GSK3A	13.81829080264848
PKN3	ARHGAP10	2.449489742783178
PKN3	ARHGAP26	2.9999999999999996
PKN3	NUDCD3	5.755734885333652
ARHGAP10	ARHGAP26	2.449489742783178
ARHGAP26	CDC42EP2	2.9999999999999996
ERCC6	ERCC8	16.037790446972554
ERCC6	ERCC5	11.618950038622252
ERCC6	HIST1H3A	25.108566561494307
ERCC6	HIST1H4A	25.789246387451026
ERCC6	HIST1H2AB	8.790935312216229
ERCC6	HIST1H2BB	8.660254037844387
PTGFRN	FBXO6	7.240100288941575
ARL2BP	CFAP20	4.242640687119284
SYNC	DES	0.8987871092076332
DAPK1	PPP2R2D	19.970467381501418
DAPK1	PPP2R5A	8.573195062652891
DAPK1	IFI30	3.7416573867739413
DAPK1	UNC5B	5.291502622129181
CRY2	FBXL3	3.760498084280094
SHARPIN	CYLD	17.88511563577959
SHARPIN	RBCK1	18.62063880043367
SHARPIN	SPATA2	6.997408195549799
SHARPIN	RNF31	20.14368697771837
SHARPIN	ITGA1	6.907477547185537
CETN2	USP44	4.82762311519984
CETN2	FBXL13	1.9708688837841637
CETN2	POC5	4.375236798923648
RANBP10	PRKCG	3.8080288507029403
RANBP10	GID8	8.515011370452171
RANBP10	WDR26	10.428716505802365
RANBP10	ARMC8	9.233649832317946
RANBP10	MAEA	7.8543435304451314
RANBP10	RMND5A	7.453004773113899
RANBP10	YPEL5	8.078049069858192
LAMA5	FBLN2	2.7976664966396236
LAMA5	BCAM	2.2629210489651124
LAMA5	LAMC1	2.8284271247461903
MECP2	CDKL5	3.4761677085205855
SMC4	NCAPD2	4.589061160140144
SMC4	LARP7	23.814268239440313
SMC4	NCAPH	4.815455133967438
SMC4	NCAPH2	3.222564875404614
SMC4	NCAPD3	4.219663547350655
SHC3	NTRK2	4.725850061519142
KRT1	LARP7	24.464167097580294
KRT1	KRT2	3.8729833462074166
ABCB7	FECH	1.4204575835656568
NCAPD2	NCAPH	4.664204341664199
ATP6V1H	ATP6V1D	5.31955247004697
ATP6V1H	ATP6V1B2	6.330671155984504
ATP6V1H	ATP6V1F	4.476460503858722
CENPE	SOCS6	15.936957817797389
NLK	USP4	16.08168829990817
NLK	FAM222A	2.233124040807132
TCEB3	CTR9	12.0
TCEB3	LEO1	11.224972160321824
TCEB3	REXO1	3.0
TOMM22	TOMM20	4.108649541312209
TOMM22	PDHA1	5.9528111866604085
TOMM22	TOMM40	5.432327553001031
TOMM22	SFXN3	2.9052539521808614
TOMM20	FBXO7	12.328828005937952
TOMM20	TOMM40	5.28867453734306
TOMM20	PINK1	7.269311730609069
MAPKAPK5	MAPK6	8.94427190999916
MAPKAPK5	MAPK4	2.157030630778671
ARHGAP17	AMOT	10.583005244258363
BAI1	MAGI2	3.2115288836148417
BAI1	BAIAP3	2.192215058359542
SLC25A4	FAF2	6.698321008907623
HIP1R	GAK	6.48074069840786
HIP1R	PICALM	7.8984611179650965
HIP1R	BOP1	4.276760956386969
HIP1R	CLTB	5.369102057627045
OPRL1	PNOC	0.6012416177928258
HMGB2	GZMA	3.117060691762947
ENC1	NACC1	6.7082039324993685
NTRK2	BDNF	3.309991463698876
NTRK2	NTF4	3.309991463698876
NTRK2	NDFIP1	7.401365917774713
TSNAX	SOGA1	1.9905190817342362
TSNAX	CEP128	5.309968183105691
TSNAX	KIF2A	3.4729344442391974
ATP6AP2	REN	3.741657386773942
ATP6AP2	GLP1R	10.559532335535406
ATP6AP2	ATP6V0D1	5.713350152615484
ATP6AP2	ATP6V0A1	4.58257569495584
ATP6AP2	ATP6AP1	2.6457513110645907
ATP6AP2	CCDC115	2.6457513110645907
REN	AGT	2.449489742783178
GPR143	SUCLG2	2.449489742783178
SUCLG2	SUCLG1	2.449489742783178
SUCLG2	SDHA	4.2912914177592905
TAPBP	TAP1	2.7930689246743725
EPHA3	EFNB2	1.138841272341761
EXOSC5	EXOSC4	12.489995996796795
EXOSC5	EXOSC3	12.341799327992819
EXOSC5	EXOSC9	9.895589251630843
EXOSC5	DIS3L	9.501964373308901
EXOSC5	MPHOSPH6	10.392304845413262
IER3	PPP2R5B	2.6223186602155693
NFE2L3	MAFG	4.194350847075501
SEC23A	SEC24B	3.741657386773942
SEC23A	SEC24A	4.58257569495584
SEC23A	MIA3	5.838106866282315
TRIM24	NR3C2	6.831565214226699
TRIM24	TRIM33	17.03875796979707
TRIM24	NR1I3	11.489125293076059
TRIM24	HIST1H3E	19.701401373126114
TRIM24	HIST1H3A	30.407984176315477
TRIM24	HIST1H3D	4.69041575982343
TRIM24	HIST1H3C	6.542548474515287
TRIM24	HIST1H3I	4.69041575982343
TRIM24	HIST1H3G	4.442152905172158
TRIM24	HIST1H3J	4.69041575982343
TRIM24	HIST1H3B	4.69041575982343
TRIM24	HIST1H3F	3.8034731049396435
NR3C2	FAF1	5.9405486291090055
PIGS	PIGU	3.0463195882604266
DYNC2H1	DYNC2LI1	0.7562764056329964
SRSF10	EIF4A3	10.054911381613207
SRSF10	TRA2A	4.733020850286867
ESRRA	ESRRG	4.918890510778522
ESRRA	HDAC8	2.1580985897068516
LPA	FGB	2.0
RAD21	STAG1	9.558414967844817
RAD21	PDS5A	15.386990552885559
RAD21	STAG2	12.743760487342334
RAD21	SRRM1	25.12685035439656
RAD21	UBA1	31.617260009253027
RAD21	USP37	16.257589645896623
RAD21	CDCA5	11.254430460780274
RAD21	PDS5B	12.887235947923665
RAD21	SSU72	10.56958078148961
RAD21	WAPAL	14.506993815998298
RAD21	NSMCE2	9.557641416701772
RAD21	SMC1B	6.04909557252456
EYA1	SIX2	1.2567934734837936
BZRAP1	TSPO	0.9039631342021733
HINFP	NPAT	5.189693429049041
HINFP	PRRC2C	2.6457513110645907
HINFP	ZBTB49	4.2891277292632655
FBXO32	SERPINB5	5.1520476413594904
ESRRG	PNRC2	3.2072932742929052
IRF8	TRIM21	11.40175425099138
IRF8	IRF6	2.23606797749979
ITGA9	PPM1G	3.21285295673356
HIST4H4	TCF19	4.104572168950378
HIST4H4	HIST1H3E	15.941918775699294
HIST4H4	SETD8	11.38612817198296
HTATSF1	SF3A2	5.329202650421762
SF3A2	PHF5A	16.41282982346363
SF3A2	SF3B5	16.094065408317586
SF3A2	U2SURP	13.2664991614216
SF3A2	DHX15	29.664793948382652
SF3A2	CHERP	17.32781364985224
SF3A2	DDX46	13.846974168087318
SF3A2	DNAJC8	6.6332495807108
SF3A2	DDX42	9.004914098569152
SF3A2	SART1	30.38290976574142
SF3A2	PRPF31	33.328934097288176
GAK	STAMBPL1	4.14259221456049
GAK	LRRK2	13.748628548167238
GAK	ATP13A2	6.48074069840786
CLK1	TRA2A	3.925153164181523
CLK1	ZC3H18	3.0969017999478736
SENP3	DHX15	17.043605468152702
SENP3	PYHIN1	8.521802734076351
SENP3	LAS1L	10.779322564132585
SENP3	WDR18	9.335167176125632
FBXO2	AHSG	4.000000000000001
FBXO2	STUB1	30.48164420445856
FBXO2	BACE1	6.92820323027551
FBXO2	GJB2	2.8284271247461903
NOD1	RNF34	2.65360308763074
TYRO3	GAS6	0.8686311722872692
MMP14	FURIN	2.8284271247461903
MMP14	MMP3	2.0
TRIM3	KIF21B	1.4142135623730951
TIRAP	IRAK4	8.485281374238568
TIRAP	LTN1	9.16515138991168
TIRAP	CCDC47	7.745966692414833
TIRAP	SAMHD1	9.731301148441322
SLC1A1	ARL6IP5	0.8225838242262591
IREB2	RBCK1	10.440486194444109
PPP2R4	CYLD	13.454084549157951
PPP2R4	BHLHB9	2.435053236456048
EPHA4	EFNB3	1.732050807568877
SNRPN	MEPCE	20.66852396041527
SNRPN	LARP7	24.749228818815126
SNRPN	RIOK1	10.610297937806516
GLI1	ZIC1	5.999999999999999
GLI1	STK36	6.0071670548866365
GLI1	FEM1B	7.824191644229545
GLI1	USP48	7.075528700369125
PRNP	CYLD	10.069093113899967
PRNP	MPG	4.490425079659617
PRNP	FAM64A	5.499625086681283
C4B	C2	0.4746624423279407
NKX2-1	PAX8	2.271357797822832
CXCR4	USP14	12.96148139681572
CXCR4	CXCL12	2.449489742783178
CXCR4	RNF113A	4.898979485566356
CD59	C9	1.4142135623730951
ALOX12	KRT5	2.449489742783178
KRT5	LARP7	15.472497817460892
MLLT1	PAF1	12.27309009099189
MLLT1	DOT1L	8.908191979890251
MLLT1	AFF1	11.644200791824968
ERCC8	CCT4	25.04345543844368
ERCC8	DDA1	18.518845263532825
ERCC8	UVSSA	7.172317929665473
ERCC8	PFDN4	9.539338511919068
CLASRP	CFAP20	4.610752096536453
FBLN2	LAMA1	1.9782489512722896
OPRM1	GJA4	2.4481208508770766
OPRM1	DOK4	6.6332495807108
OPRM1	WLS	2.6028453238728066
STAG1	PDS5A	5.590809613805263
STAG1	PDS5B	4.682532453983777
STAG1	WAPAL	5.271065853659526
PDS5A	STAG2	7.453949100174901
PDS5A	CDCA5	6.5828255238661555
PDS5A	PDS5B	7.537869288518022
PDS5A	WAPAL	8.485281374238571
STAG2	USP37	7.875695074714797
STAG2	CDCA5	5.452005154470055
STAG2	PDS5B	6.242988222264992
STAG2	SSU72	5.120242121721174
STAG2	WAPAL	7.0276506071373825
DHX38	DHX16	4.823917656057016
DHX38	GPKOW	5.544807787535447
DHX38	NUDCD1	11.156629642381963
CCT2	CCT3	38.886195151905945
CCT2	CCT6A	34.22917505517438
CCT2	CCT4	36.594581922206665
CCT2	IGBP1	26.37535075252417
CCT2	CCT7	32.96711684862516
CCT2	PPP2R2D	32.295770821143805
CCT2	CCT8	31.590001610556406
CCT2	PPP2R2C	19.267169680569786
CCT2	PPP6C	25.33792633005066
CCT2	CASP7	14.33620866654891
CCT2	TUBA1B	21.75242481670145
CCT2	MEPCE	55.285936082163154
CCT2	PPP2R2B	23.85475360254366
CCT2	CCDC8	16.64860780413967
CCT2	OBSL1	14.679375350364493
CCT2	FBXW4	17.349772351757004
CCT2	PACRG	5.869210444724903
CCT2	ACTR1B	16.34831394319642
CCT2	CCT6B	18.15276134695142
CCT2	NEDD1	20.917378900883136
CCT2	POC1B	12.10184089796761
CCT2	POC1A	15.764761961825643
CCT3	CCT6A	36.353731658890275
CCT3	CCT4	38.86595599294383
CCT3	IGBP1	28.01243156227998
CCT3	CCT7	35.013339280025306
CCT3	PPP2R2D	34.30032375178137
CCT3	CCT8	33.55074844202168
CCT3	PPP2R2C	20.46305571970999
CCT3	SUZ12	42.66975383899159
CCT3	TRIM25	71.27325017138529
CCT3	HDAC11	15.708205985096908
CCT3	MAPK6	25.70597017743739
CCT3	PPP2R2B	25.335384503364576
CCT3	MARS	19.4193231362009
CCT3	FBXW4	18.426648243842532
CCT3	WDR92	18.292193027891827
CCT3	CCT6B	19.27947763307804
CCT3	NEDD1	22.215691098143665
CCT3	POC1A	16.743258495207414
CCT3	PDCL3	7.875111281034295
CCT6A	CCT4	34.21135974276397
CCT6A	IGBP1	24.657656011875908
CCT6A	CCT7	30.82013333524759
CCT6A	PPP2R2D	30.192508718388588
CCT6A	CCT8	29.532702728253206
CCT6A	PPP2R2C	18.012395238401464
CCT6A	TUBA1B	20.3357981316357
CCT6A	PPP2R2B	22.301212753475408
CCT6A	NEDD1	19.555134581809757
CCT6A	POC1A	14.738081825380135
CCT6A	RAP2C	5.656854249492381
CCT4	IGBP1	26.361623132362915
CCT4	CCT7	32.949958401628336
CCT4	PPP2R2D	32.27896179066654
CCT4	CCT8	31.573559912886786
CCT4	PPP2R2C	19.257141666556283
CCT4	MEPCE	55.25716132432519
CCT4	LARP7	66.1668986190356
CCT4	HDAC11	14.782501309962985
CCT4	PPP2R2B	23.84233788153321
CCT4	FBXW4	17.3407422885376
CCT4	CCT6B	18.143313350790645
CCT4	NEDD1	20.9064919998893
CCT4	POC1A	15.756556851449098
IGBP1	CCT7	23.748507688146397
IGBP1	CCT8	22.756475780445523
IGBP1	PPP6C	18.25267101802958
CCT7	PPP2R2D	29.079285763323796
CCT7	CCT8	28.44380736984356
CCT7	PPP2R2C	17.348263216709743
CCT7	RFWD3	18.06990488943809
CCT7	PPP2R2B	21.478948456244872
CCT7	FBXW4	15.621828348343719
CCT7	NEDD1	18.83412047500274
CCT7	POC1A	14.194676467625152
CCT7	PDCL3	6.676397955202334
CTTNBP2	STK26	9.38522151175014
CTTNBP2	CTTNBP2NL	8.779070848987402
CTTNBP2	ZRANB1	7.03430177341982
STK26	CTTNBP2NL	14.966629547095765
STK26	SIKE1	16.0
STK26	FGFR1OP2	12.756109068486674
STK26	STRIP2	6.558361368247105
CTTNBP2NL	ZRANB1	11.217613631542386
SIKE1	FGFR1OP2	12.756109068486674
SIKE1	STRIP2	6.558361368247105
SIKE1	TRAF3IP3	13.240300430933223
FGFR1OP2	TRAF3IP3	10.555919774782208
PPP2R2D	PPME1	14.724445573608687
PPP2R2D	CDCA4	15.804574526274546
PPP2R2D	SERTAD4	7.233120878152121
PPP2R2D	ZCCHC8	13.330407694764592
PPP2R2D	SKIV2L2	14.121252908924411
PPP2R2D	SKA3	8.5935619544738
PPP2R2D	IER5	9.244530051823066
PPP2R2D	ATAD3B	4.982309953658807
PPP2R2D	ECSIT	17.141581106586113
PPP2R2D	ENSA	6.2254737223447565
PPP2R2D	NDUFAF1	12.006662622188594
PPP2R2D	FOXC1	13.073739777053829
PPP2R2D	IER2	5.3373319139516315
PPP2R2D	PTPDC1	10.668151844811375
PPP2R2D	TTC33	4.509937908772046
PPME1	PPP2R2B	10.875975775210183
PPME1	HRNR	3.901483168807591
CCT8	PPP2R2C	16.623584812484808
CCT8	MEPCE	47.700334955075476
CCT8	FBXW4	14.969267253487295
CCT8	NEDD1	18.047374262986608
CCT8	POC1A	13.601730916675715
FGFR1OP	OFD1	22.978250586152114
FGFR1OP	CEP350	12.0
FGFR1OP	CEP290	15.26078485214266
FGFR1OP	PPP2R3C	3.5965949444708936
FGFR1OP	KIAA0753	19.595917942265423
FGFR1OP	SCLT1	10.394853117325267
STRIP2	TRAF3IP3	5.427167178138623
PPP2R2C	CDCA4	9.428770745660062
PPP2R2C	SERTAD4	4.315170802122169
PPP2R2C	PPP2R2B	12.553070575352448
PPP2R2C	IER5	5.515147172427617
PPP2R2C	CCT6B	9.552515113864464
PPP2R2C	TUFM	9.466783374506852
PPP6C	DDX58	16.749799666796758
PPP6C	PPP6R2	11.619470047660949
PPP6C	ZNRF2	8.344918592303568
PPP6C	PPP6R3	11.240290887756876
PPP6C	PPP6R1	11.843896927908162
PPP6C	ANKRD52	8.969201126752772
PPP6C	ANKRD44	7.386220540965462
PPP6C	MAVS	20.613586236782655
PPP6C	MOB1B	16.749799666796758
PPP6C	TRIM14	12.562349750097567
FCGR1A	FCAR	1.0
SGCA	BGN	0.624568144404829
QARS	AIMP1	10.560497008484191
QARS	LARS	10.123353880322904
QARS	MARS	10.022046720022567
QARS	EEF1E1	10.488088481701515
NPNT	ITGA8	0.7623730530185308
TESK1	SPRY4	2.0000000000000004
PDK3	CECR5	1.3183945792488565
PTPN18	PSTPIP2	3.092667668745794
MPP5	INADL	7.0710678118654755
MPP5	AMOT	16.73320053068151
MPP5	AMOTL1	8.94427190999916
MPP5	LATS2	16.64650467208278
INADL	AMOT	11.832159566199232
INADL	LATS2	11.77085633668328
INADL	RNF146	10.552315917942618
CA4	WTAP	3.1179328812020453
GPR37	GLP1R	6.979099799056864
GPR37	SYVN1	8.916417964821518
UBE2G1	UBA1	14.638583553906761
UBE2J1	SYVN1	13.490737563232042
UBE2J1	SEL1L	10.2469507659596
UBE2J1	ERLEC1	8.366600265340757
ENO1	LARP7	46.41749345238267
ENO1	TRIM25	47.05316142407437
ENO1	PGK1	11.284447906082027
ENO1	IVNS1ABP	13.163973616286043
ENO1	ATP5J	7.348469228349533
ENO1	TPI1	9.571268657596999
ENO1	ENO3	6.706819415625713
DNAJA3	FBXO7	19.2334957480081
DNAJA3	CARM1	15.341683928292492
DNAJA3	PRMT6	14.751250813871291
DNAJA3	SOCS6	21.966656362685704
ACVRL1	GDF2	3.8729833462074166
TPM2	STMN1	3.54772221438176
HSPE1	MPI	1.7870838080611555
HSPE1	WDR1	3.464101615137754
NHP2L1	SUZ12	27.376037688192092
NHP2L1	SART1	18.88545646496516
NHP2L1	PRPF31	20.71665086626271
NHP2L1	MEPCE	37.67191388480199
NHP2L1	NOP56	31.371059643906
NHP2L1	NOP58	16.11336543196138
NHP2L1	RPL30	30.577769702841312
NHP2L1	RPS15A	34.249087579087416
GLP1R	GCG	3.991128074424534
GLP1R	GABBR2	6.912836604417832
GLP1R	C14orf166	10.559532335535406
GLP1R	MYL6	10.662984544426093
GLP1R	PGRMC1	7.982256148849068
GLP1R	SERP1	6.912836604417832
GLP1R	MRPL22	6.996925328260448
GLP1R	IFITM3	6.106959828861337
GLP1R	ACSF3	3.861853249209317
GLP1R	ATP13A1	3.991128074424534
GLP1R	ATP6V0B	3.991128074424534
GLP1R	C18orf32	3.6516006786953823
GLP1R	CYSTM1	3.991128074424534
GLP1R	CEND1	2.713716306524148
GLP1R	ELOVL1	3.991128074424534
GLP1R	ERP29	3.991128074424534
GLP1R	FDFT1	4.999690841886247
GLP1R	HPN	3.991128074424534
GLP1R	MFSD5	3.991128074424534
GLP1R	NUCKS1	3.603195755686773
GLP1R	PAQR6	3.991128074424534
GLP1R	P4HTM	3.991128074424534
GLP1R	PIGG	3.991128074424534
GLP1R	SLC15A4	3.991128074424534
GLP1R	SLC31A2	3.4224862480825475
GLP1R	STOML2	5.644307452019192
GLP1R	SVOP	3.991128074424534
GLP1R	SYNGR3	3.991128074424534
GLP1R	TMEM147	3.991128074424534
GLP1R	TSPAN13	3.991128074424534
NRL	FIZ1	1.2985962997907936
XPO5	UCHL5	15.815046691979763
XPO5	ITGB1BP2	4.767123739322507
XPO5	CHORDC1	6.974127592471147
TGM2	PINK1	6.462821954926887
POLR3A	POLR3D	15.297058540778352
POLR3A	POLR3B	12.09631288963463
POLR3A	POLR3E	16.97056274847714
POLR3A	POLR3H	13.416407864998737
POLR3A	RPAP3	20.54392542151347
POLR3A	ZNHIT2	17.4928556845359
POLR3A	CRCP	9.296061581932282
WT1	WTAP	3.340772341584875
WT1	KRTAP10-3	2.6245554011191725
WTAP	METTL3	2.7826336319408793
SENP2	STK38	12.586820884386432
CARD10	TMEM43	1.9012873588498942
FAM57A	SLC3A2	1.4142135623730951
SOX4	BANF1	6.752888707444133
SOX4	LMNB2	4.242640687119284
SOX4	APOC3	2.449489742783178
CD14	LBP	1.0
MBP	PLP1	2.2454953387433756
MBP	LRRK2	15.875548786545062
PLP1	PTPRN	1.3021970963345333
PLP1	CREB3L1	1.3750794499298338
PMP22	MPZ	0.6956264285486329
ALDH2	SIRT3	3.428138507100563
PIGQ	PIGH	1.732050807568877
PIGQ	PIGC	1.732050807568877
PRPS2	PRPSAP2	3.3000366297279595
MAPK12	GCH1	5.0
NFE2L1	MAFG	4.699130730172763
MAFG	BACH1	7.264828771904327
DOC2A	UBASH3B	5.656854249492381
TAP1	TAP2	1.2534005915256496
TAP1	PDIA2	2.280531227292106
TAP1	B2M	2.339417187520761
SIX3	NR4A3	0.98842585706137
NFIB	NFIC	0.784654703598318
NFIB	NFIX	0.7555674645770677
NFIB	NFIA	1.0949484486181646
G3BP2	TRIM25	35.07135583350036
IFT57	IFT88	7.346943631963612
IFT57	IFT46	6.410087938728334
IFT57	CORO1A	4.931688050867778
IFT57	CORO1B	6.040059647603493
IFT57	IFT74	7.114040698767992
IFT57	TTC30B	12.573386803163581
IFT57	TTC30A	10.973125617915244
IFT57	IFT80	6.1035405739747075
IFT57	IFT22	6.974460126930545
VPS11	VPS18	10.198976817093342
VPS11	VPS16	8.135968941621085
VPS11	VPS33A	7.532443577278013
VPS11	TGFBRAP1	4.32238464688983
VPS11	UVRAG	7.284009861581727
VPS11	KIAA0368	12.678991851108835
VPS11	VPS39	2.718079216689392
VPS11	VPS41	6.108343258161012
VPS11	VPS8	4.0924405626867415
VPS18	VPS16	8.774964387392123
VPS18	VPS33A	8.124038404635959
VPS18	UVRAG	7.8560928134587105
VPS18	VPS41	6.588089868697285
VPS18	MON1B	4.69041575982343
VPS18	SYNPO2	3.97101042745102
VPS18	VPS8	4.41385905634245
VPS16	VPS33A	6.48074069840786
VPS16	UVRAG	6.266994060195215
VPS16	VPS41	5.255477634432502
VPS16	VPS8	3.521041457306655
VPS16	STX17	3.741657386773942
VPS33A	UVRAG	5.802109066083921
VPS33A	VPS41	4.865626827862711
VPS33A	STX17	3.464101615137754
RPL10	RPL14	63.99218702310462
RPL10	RPL12	58.13776741499453
RPL10	RPS16	66.48308055437863
RPL10	RPS25	60.33241251599342
RPL10	RPL13	54.68089245796926
RPL10	RPS2	63.37542561520162
RPL10	MEPCE	73.66308486590898
RPL10	RPLP0	57.09533692291221
RPL10	RPL38	38.6652298583624
RPL10	RPS9	57.0087712549569
RPL10	RPL4	65.49809157525127
RPL10	RPS27	36.05551275463989
RPL10	RPL18	64.4980619863884
RPL10	RPL7A	63.99218702310462
RPL10	RPS8	70.74602462329597
RPL10	RPS7	61.400325732035
RPL10	RPL22	52.24940191045252
RPL10	RPL10A	60.33241251599342
RPL10	RPS24	42.50117259881955
RPL10	RPL8	58.81458518255894
RPL10	RPL13A	19.748417658131494
RPL10	RPL30	59.791303715506984
RPL10	STAU1	45.76560132214188
RPL10	RPS15A	66.97014260101287
RPL10	RPL21	59.2452529743945
RPL10	RPS20	60.87085937911427
RPL10	RPS17	38.6652298583624
RPL10	RPS5	60.33241251599342
RPL10	RPS11	61.92737682156413
RPL10	RPS12	52.24142855160368
RPL10	RPS18	39.49683531626299
RPL10	RPS23	64.4980619863884
RPL10	RPL19	60.8687111741328
RPL10	RPL24	56.435804238089844
RPL10	RPL27A	45.607017003965524
RPL10	RPL27	41.892720131306824
RPL10	RPL35	41.109609582188924
RPL10	AAMP	13.964240043768939
FAF1	ASNA1	8.994819631145978
FAF1	YTHDF1	7.064449170006498
FAF1	RPN2	12.897860555870693
FAF1	NLRX1	4.291564317352788
FAF1	NLRP3	8.15732325995936
PHLDA1	RPL14	15.874507866387546
PHLDA1	PABPC4	6.217346502804121
RPL14	RPL12	57.23635208501675
RPL14	RPS16	65.4522726878143
RPL14	RPS25	59.396969619669996
RPL14	RPL13	53.833075334779096
RPL14	RPS2	62.39280136364367
RPL14	RPLP0	56.21008428489492
RPL14	RPL38	38.065732621348566
RPL14	RPL4	64.48255578061405
RPL14	RPL18	63.498031465550184
RPL14	RPL7A	63.000000000000014
RPL14	RPS8	69.64912059746341
RPL14	RPS7	60.448325038829665
RPL14	RPL22	51.43928459844675
RPL14	RPL10A	59.396969619669996
RPL14	RPL28	30.740852297878803
RPL14	RPL8	57.90267591828663
RPL14	RPL13A	19.44222209522358
RPL14	RPL30	58.864250611045755
RPL14	STAU1	45.05601413894382
RPL14	FTSJ3	31.894407158269942
RPL14	RPS15A	65.93178292750774
RPL14	RPL21	58.326666285670754
RPL14	RPS20	59.92706796377514
RPL14	RPS5	59.396969619669996
RPL14	RPS11	60.967204298704736
RPL14	RPS12	51.43143486505202
RPL14	RPS23	63.498031465550184
RPL14	RPL19	59.92495306631454
RPL14	RPL24	55.56077753235641
RPL14	RPL27A	44.899888641287305
RPL14	RPL27	41.24318125460257
RPL14	RPL37A	60.967204298704736
RPL14	RPL35	40.47221268969613
RPL14	RPL32	38.88444419044716
RPL14	RPL26L1	25.18014562277757
PABPC4	PPT1	13.320862694468726
NFATC1	FOXP3	15.874507866387543
NFATC1	WDR48	16.476021204807598
NFATC1	SCAI	7.937253933193771
CARD9	TRIM62	4.242640687119284
ZIC1	GLI2	3.464101615137754
ZIC2	RNF180	1.450243978528935
CARD11	RNF181	9.797958971132712
OSBP	FKBP6	5.196152422706631
PAX1	MEOX1	1.33435983044494
PAX1	MEOX2	3.409681985242206
MEOX2	RNF10	3.248778473722681
MEOX2	INPP1	4.822018506908747
MEOX2	CNTNAP2	2.4110092534543734
NR2F2	NR2F6	2.449489742783178
NR2F2	BCL11A	4.883459059287669
NSF	ASPSCR1	5.304441771743583
SH2D1B	OLIG1	3.8729833462074166
TUBA1B	LARP7	39.33069902600732
TUBA1B	INO80	12.364414036089176
TUBA1B	TUBB3	10.16789906581785
TUBA1B	FKBPL	11.36805674976266
TUBA1B	TUBA1C	15.251848598726772
TUBA1B	LGALS2	5.083949532908925
TUBA1B	CHORDC1	11.212207315882257
DEDD2	DEDD	4.348916818743998
PGM1	MDH1	2.744402938811391
PGM1	TALDO1	3.9359914094113138
PGM1	GRHPR	2.6498431589291793
PGM1	PGM2	3.408668549627515
IRF7	LTN1	11.224972160321824
IRF7	PALD1	4.44788537845205
IRF7	CCDC47	9.486832980505136
IRF7	TRMT61B	5.7403669941838
SIRPB1	TYROBP	0.9283429012743718
TYROBP	KIR2DS2	1.4142135623730951
CEP250	LGALS3BP	7.808986664175999
CEP250	MOV10	7.745966692414835
POLR3G	POLR3D	8.831760866327846
POLR3G	POLR3E	9.797958971132712
POLR3G	POLR3H	7.745966692414833
NEDD4L	KCNH2	12.179877466633593
NEDD4L	AMOT	37.04051835490427
NEDD4L	WNK1	11.516506451507183
NEDD4L	ARRDC3	16.890106860857
NEDD4L	CUEDC1	9.645754649975155
